provinceEnglishName,province_zipCode,province_confirmedCount,province_suspectedCount,province_curedCount,province_deadCount,updateTime
Gansu,620000,91,0,62,2,2020-02-18 22:52:38.128
Shanxi,140000,130,0,60,0,2020-02-18 22:42:22.018
Henan,410000,1257,0,522,19,2020-02-18 22:18:43.181
Shaanxi,610000,240,0,89,0,2020-02-18 22:18:43.181
Tianjin,120000,128,0,48,3,2020-02-18 21:44:48.196
Guangdong,440000,1328,0,565,4,2020-02-18 21:40:41.322
Anhui,340000,982,0,361,6,2020-02-18 21:40:41.322
Hunan,430000,1007,0,527,4,2020-02-18 21:40:41.322
Hebei,130000,302,0,136,4,2020-02-18 21:40:41.322
Gansu,620000,91,0,61,2,2020-02-18 21:40:41.322
Guizhou,520000,146,0,66,2,2020-02-18 21:31:24.994
Hunan,430000,1007,0,526,4,2020-02-18 20:51:20.102
Liaoning,210000,121,0,53,1,2020-02-18 20:51:20.102
Jiangsu,320000,629,0,280,0,2020-02-18 20:32:49.995
Sichuan,510000,508,0,169,3,2020-02-18 20:32:49.995
Guangxi,450000,242,0,69,2,2020-02-18 20:32:49.995
Zhejiang,330000,1172,0,535,0,2020-02-18 20:17:23.646
Shanxi,140000,130,0,57,0,2020-02-18 20:17:23.646
Hebei,130000,302,0,130,4,2020-02-18 20:07:05.939
Hunan,430000,1007,0,523,4,2020-02-18 19:57:47.415
Shandong,370000,543,0,211,3,2020-02-18 19:57:47.415
Tianjin,120000,127,0,48,3,2020-02-18 19:48:32.107
Shaanxi,610000,240,0,86,0,2020-02-18 19:35:09.429
Shanxi,140000,130,0,54,0,2020-02-18 19:35:09.429
Liaoning,210000,121,0,49,1,2020-02-18 19:35:09.429
Hubei,420000,59989,0,7943,1789,2020-02-18 19:02:17.294
Heilongjiang,230000,464,0,111,11,2020-02-18 19:02:17.294
Gansu,620000,91,0,59,2,2020-02-18 19:02:17.294
Guangdong,440000,1328,0,560,4,2020-02-18 18:55:06.592
Shandong,370000,543,0,210,3,2020-02-18 18:55:06.592
Henan,410000,1257,0,521,19,2020-02-18 18:53:03.586
Hubei,420000,59989,0,7927,1789,2020-02-18 18:46:52.264
Guangdong,440000,1328,0,558,4,2020-02-18 18:46:52.264
Jiangsu,320000,629,0,279,0,2020-02-18 18:46:52.264
Hebei,130000,302,0,129,4,2020-02-18 18:38:39.142
Hainan,460000,163,0,79,4,2020-02-18 18:38:39.142
Ningxia,640000,70,0,42,0,2020-02-18 18:15:00.354
Anhui,340000,982,0,337,6,2020-02-18 18:13:58.462
Shanghai,310000,333,0,177,1,2020-02-18 18:13:58.462
Shaanxi,610000,240,0,85,0,2020-02-18 18:13:58.462
Anhui,340000,982,0,336,6,2020-02-18 17:51:22.114
Zhejiang,330000,1172,0,534,0,2020-02-18 17:51:22.114
Jiangsu,320000,629,0,276,0,2020-02-18 17:51:22.114
Heilongjiang,230000,464,0,105,11,2020-02-18 17:51:22.114
Sichuan,510000,508,0,168,3,2020-02-18 17:51:22.114
Shandong,370000,543,0,208,3,2020-02-18 17:51:22.114
Guangdong,440000,1328,0,547,4,2020-02-18 17:46:13.805
Hunan,430000,1007,0,518,4,2020-02-18 17:46:13.805
Shandong,370000,543,0,213,3,2020-02-18 17:46:13.805
Jiangsu,320000,629,0,274,0,2020-02-18 17:42:06.145
Heilongjiang,230000,464,0,101,11,2020-02-18 17:42:06.145
Sichuan,510000,508,0,167,3,2020-02-18 17:42:06.145
Shandong,370000,543,0,212,3,2020-02-18 17:42:06.145
Fujian,350000,292,0,93,0,2020-02-18 17:42:06.145
Guangxi,450000,242,0,67,2,2020-02-18 17:42:06.145
Hainan,460000,163,0,67,4,2020-02-18 17:42:06.145
Anhui,340000,982,0,334,6,2020-02-18 17:37:59.292
Shandong,370000,543,0,204,3,2020-02-18 17:37:59.292
Zhejiang,330000,1172,0,521,0,2020-02-18 17:36:57.586
Guangdong,440000,1328,0,543,4,2020-02-18 17:33:52.470
Henan,410000,1257,0,520,19,2020-02-18 17:33:52.470
Yunnan,530000,172,0,57,0,2020-02-18 17:33:52.470
Chongqing,500000,553,0,235,5,2020-02-18 15:59:16.333
Guangdong,440000,1328,0,541,4,2020-02-18 15:38:42.249
Zhejiang,330000,1172,0,520,0,2020-02-18 15:38:42.249
Anhui,340000,982,0,330,6,2020-02-18 15:38:42.249
Heilongjiang,230000,464,0,98,11,2020-02-18 15:38:42.249
Shandong,370000,543,0,204,2,2020-02-18 15:38:42.249
Guangxi,450000,242,0,65,2,2020-02-18 15:38:42.249
Hebei,130000,302,0,127,4,2020-02-18 15:38:42.249
Liaoning,210000,121,0,46,1,2020-02-18 15:38:42.249
Jilin,220000,89,0,36,1,2020-02-18 15:38:42.249
Qinghai,630000,18,0,15,0,2020-02-18 15:38:42.249
Hubei,420000,59989,0,7902,1789,2020-02-18 14:14:26.622
Zhejiang,330000,1172,0,518,0,2020-02-18 14:14:26.622
Anhui,340000,982,0,328,6,2020-02-18 14:14:26.622
Hunan,430000,1007,0,513,4,2020-02-18 14:14:26.622
Shaanxi,610000,240,0,84,0,2020-02-18 14:14:26.622
Hubei,420000,59989,0,7888,1789,2020-02-18 13:05:31.571
Guangdong,440000,1328,0,538,4,2020-02-18 13:05:31.571
Heilongjiang,230000,464,0,89,11,2020-02-18 13:05:31.571
Jiangsu,320000,629,0,273,0,2020-02-18 13:05:31.571
Sichuan,510000,508,0,165,3,2020-02-18 13:05:31.571
Shaanxi,610000,240,0,81,0,2020-02-18 13:05:31.571
Shanghai,310000,333,0,177,1,2020-02-18 12:56:16.893
Anhui,340000,982,0,320,6,2020-02-18 12:47:02.438
Hunan,430000,1007,0,503,4,2020-02-18 12:47:02.438
Guangxi,450000,242,0,63,2,2020-02-18 12:47:02.438
Hubei,420000,59989,0,7887,1789,2020-02-18 11:44:23.488
Shandong,370000,543,0,195,2,2020-02-18 11:44:23.488
Liaoning,210000,121,0,45,1,2020-02-18 11:44:23.488
Qinghai,630000,18,0,14,0,2020-02-18 11:44:23.488
Hubei,420000,59989,0,7885,1789,2020-02-18 11:40:17.098
Anhui,340000,982,0,298,6,2020-02-18 11:40:17.098
Hunan,430000,1007,0,502,4,2020-02-18 11:40:17.098
Heilongjiang,230000,464,0,87,11,2020-02-18 11:40:17.098
Jiangsu,320000,629,0,271,0,2020-02-18 11:40:17.098
Yunnan,530000,172,0,51,0,2020-02-18 11:40:17.098
Hubei,420000,59989,0,7875,1789,2020-02-18 11:17:41.140
Henan,410000,1257,0,514,19,2020-02-18 11:17:41.140
Tianjin,120000,127,0,46,3,2020-02-18 11:17:41.140
Guangdong,440000,1328,0,533,4,2020-02-18 10:58:09.721
Henan,410000,1257,0,513,19,2020-02-18 10:58:09.721
Henan,410000,1257,0,505,19,2020-02-18 10:27:19.358
Beijing,110000,387,0,122,4,2020-02-18 10:07:48.880
Neimenggu,150000,73,0,8,0,2020-02-18 09:56:30.884
Yunnan,530000,172,0,47,0,2020-02-18 09:36:55.951
Jiangxi,360000,933,0,310,1,2020-02-18 09:28:41.658
Hunan,430000,1007,0,501,4,2020-02-18 09:28:41.658
Guangdong,440000,1328,0,530,4,2020-02-18 09:24:33.914
Anhui,340000,982,0,293,6,2020-02-18 09:13:14.519
Zhejiang,330000,1172,0,514,0,2020-02-18 09:13:14.519
Guizhou,520000,146,0,66,1,2020-02-18 09:13:14.519
Jiangsu,320000,629,0,263,0,2020-02-18 08:58:50.987
Sichuan,510000,508,0,163,3,2020-02-18 08:55:46.846
Xinjiang,650000,76,0,12,1,2020-02-18 08:55:46.846
Henan,410000,1257,0,509,19,2020-02-18 08:45:31.423
Shandong,370000,543,0,193,2,2020-02-18 08:45:31.423
Fujian,350000,292,0,91,0,2020-02-18 08:36:18.094
Guangxi,450000,242,0,58,2,2020-02-18 08:12:41.732
Heilongjiang,230000,464,0,85,11,2020-02-18 08:08:35.364
Hebei,130000,302,0,123,4,2020-02-18 08:01:24.594
Shanghai,310000,333,0,161,1,2020-02-18 07:45:59.895
Hubei,420000,59989,0,7862,1789,2020-02-18 07:13:10.209
Chongqing,500000,553,0,225,5,2020-02-18 07:04:57.246
Chongqing,500000,552,0,225,5,2020-02-18 06:59:49.213
Shanxi,140000,130,0,53,0,2020-02-18 06:47:31.318
Henan,410000,1246,0,509,16,2020-02-17 22:52:46.244
Gansu,620000,91,0,58,2,2020-02-17 22:49:41.294
Chongqing,500000,552,0,214,5,2020-02-17 22:29:08.238
Henan,410000,1246,0,508,16,2020-02-17 22:13:45.106
Chongqing,500000,553,0,214,5,2020-02-17 22:05:32.340
Sichuan,510000,495,0,156,3,2020-02-17 21:09:09.451
Henan,410000,1246,0,507,16,2020-02-17 20:54:47.954
Hebei,130000,301,0,122,3,2020-02-17 20:54:47.954
Guangdong,440000,1322,0,524,4,2020-02-17 20:42:30.403
Chongqing,500000,552,0,211,5,2020-02-17 20:42:30.403
Tianjin,120000,125,0,46,3,2020-02-17 20:42:30.403
Henan,410000,1246,0,499,16,2020-02-17 20:24:01.808
Hubei,420000,58182,0,6693,1696,2020-02-17 20:22:59.982
Hebei,130000,301,0,114,3,2020-02-17 20:22:59.982
Hubei,420000,58182,0,6647,1696,2020-02-17 19:58:23.440
Guangdong,440000,1322,0,522,4,2020-02-17 19:58:23.440
Guangdong,440000,1322,0,518,4,2020-02-17 19:42:59.831
Hunan,430000,1006,0,498,3,2020-02-17 19:42:59.831
Sichuan,510000,495,0,153,3,2020-02-17 19:42:59.831
Shaanxi,610000,240,0,79,0,2020-02-17 19:42:59.831
Shanxi,140000,129,0,51,0,2020-02-17 19:42:59.831
Gansu,620000,90,0,56,2,2020-02-17 19:42:59.831
Zhejiang,330000,1171,0,507,0,2020-02-17 19:22:29.404
Liaoning,210000,121,0,43,1,2020-02-17 19:10:11.570
Guizhou,520000,146,0,57,1,2020-02-17 19:06:05.423
Sichuan,510000,495,0,151,3,2020-02-17 19:05:03.803
Hunan,430000,1006,0,496,3,2020-02-17 18:59:56.451
Shandong,370000,541,0,191,2,2020-02-17 18:59:56.451
Hainan,460000,163,0,59,4,2020-02-17 18:59:56.451
Guizhou,520000,146,0,62,1,2020-02-17 18:59:56.451
Jilin,220000,89,0,34,1,2020-02-17 18:59:56.451
Ningxia,640000,70,0,35,0,2020-02-17 18:59:56.451
Hubei,420000,58182,0,6645,1696,2020-02-17 18:19:57.724
Guangdong,440000,1322,0,497,4,2020-02-17 18:19:57.724
Henan,410000,1246,0,498,16,2020-02-17 18:19:57.724
Zhejiang,330000,1171,0,504,0,2020-02-17 18:19:57.724
Hunan,430000,1006,0,494,3,2020-02-17 18:19:57.724
Jiangsu,320000,626,0,258,0,2020-02-17 18:19:57.724
Shandong,370000,541,0,189,2,2020-02-17 18:19:57.724
Fujian,350000,290,0,90,0,2020-02-17 18:19:57.724
Hebei,130000,301,0,113,3,2020-02-17 18:19:57.724
Guangxi,450000,238,0,53,2,2020-02-17 18:19:57.724
Shaanxi,610000,240,0,76,0,2020-02-17 18:19:57.724
Yunnan,530000,171,0,47,0,2020-02-17 18:19:57.724
Hainan,460000,163,0,54,4,2020-02-17 18:19:57.724
Jilin,220000,89,0,33,1,2020-02-17 18:19:57.724
Guangdong,440000,1322,0,494,4,2020-02-17 17:09:18.718
Anhui,340000,973,0,280,6,2020-02-17 17:08:17.381
Sichuan,510000,495,0,147,3,2020-02-17 17:05:12.974
Chongqing,500000,552,0,210,5,2020-02-17 16:55:58.968
Zhejiang,330000,1171,0,489,0,2020-02-17 16:49:50.785
Henan,410000,1246,0,487,16,2020-02-17 15:53:27.578
Zhejiang,330000,1171,0,487,0,2020-02-17 15:53:27.578
Jiangsu,320000,626,0,248,0,2020-02-17 15:53:27.578
Heilongjiang,230000,457,0,85,11,2020-02-17 15:53:27.578
Sichuan,510000,495,0,146,3,2020-02-17 15:53:27.578
Shaanxi,610000,240,0,75,0,2020-02-17 15:53:27.578
Guizhou,520000,146,0,56,1,2020-02-17 15:53:27.578
Henan,410000,1246,0,485,16,2020-02-17 15:41:10.634
Zhejiang,330000,1171,0,486,0,2020-02-17 15:41:10.634
Guangdong,440000,1322,0,486,4,2020-02-17 15:38:06.416
Shandong,370000,541,0,182,2,2020-02-17 15:38:06.416
Chongqing,500000,551,0,210,5,2020-02-17 15:38:06.416
Shanghai,310000,332,0,161,1,2020-02-17 14:32:33.472
Heilongjiang,230000,457,0,84,11,2020-02-17 13:58:44.072
Sichuan,510000,495,0,141,3,2020-02-17 13:58:44.072
Henan,410000,1246,0,484,16,2020-02-17 13:57:42.600
Zhejiang,330000,1171,0,472,0,2020-02-17 13:57:42.600
Hunan,430000,1006,0,491,3,2020-02-17 13:57:42.600
Jiangsu,320000,626,0,247,0,2020-02-17 13:57:42.600
Heilongjiang,230000,457,0,81,11,2020-02-17 13:57:42.600
Sichuan,510000,495,0,140,3,2020-02-17 13:57:42.600
Guangdong,440000,1322,0,485,4,2020-02-17 13:48:29.553
Guangdong,440000,1322,0,484,4,2020-02-17 13:15:41.559
Guangdong,440000,1322,0,483,4,2020-02-17 13:13:39.175
Sichuan,510000,495,0,137,3,2020-02-17 13:12:37.938
Anhui,340000,973,0,278,6,2020-02-17 13:07:31.627
Hebei,130000,301,0,111,3,2020-02-17 13:07:31.627
Shanghai,310000,331,0,161,1,2020-02-17 13:07:31.627
Yunnan,530000,171,0,45,0,2020-02-17 13:07:31.627
Hainan,460000,163,0,52,4,2020-02-17 13:07:31.627
Guizhou,520000,146,0,54,1,2020-02-17 13:07:31.627
Guangdong,440000,1322,0,481,4,2020-02-17 12:57:17.356
Henan,410000,1246,0,480,16,2020-02-17 12:57:17.356
Zhejiang,330000,1171,0,471,0,2020-02-17 12:57:17.356
Hunan,430000,1006,0,479,3,2020-02-17 12:57:17.356
Hubei,420000,58182,0,6642,1696,2020-02-17 12:34:43.089
Guangdong,440000,1322,0,495,4,2020-02-17 12:34:43.089
Henan,410000,1246,0,470,16,2020-02-17 12:34:43.089
Henan,410000,1246,0,456,17,2020-02-17 12:24:28.605
Shandong,370000,541,0,177,2,2020-02-17 12:24:28.605
Tianjin,120000,125,0,45,3,2020-02-17 10:45:10.418
Hunan,430000,1006,0,467,3,2020-02-17 09:59:06.233
Neimenggu,150000,72,0,8,0,2020-02-17 09:54:58.802
Xinjiang,650000,75,0,12,1,2020-02-17 09:52:56.185
Liaoning,210000,121,0,41,1,2020-02-17 09:45:45.158
Guangdong,440000,1322,0,473,4,2020-02-17 09:42:41.051
Zhejiang,330000,1171,0,470,0,2020-02-17 09:35:30.658
Jiangxi,360000,930,0,275,1,2020-02-17 09:29:22.161
Guizhou,520000,146,0,47,1,2020-02-17 09:23:12.022
Beijing,110000,381,0,114,4,2020-02-17 09:21:09.260
Shaanxi,610000,240,0,74,0,2020-02-17 09:18:05.186
Jiangsu,320000,626,0,226,0,2020-02-17 09:10:55.223
Anhui,340000,973,0,266,6,2020-02-17 09:02:44.045
Henan,410000,1246,0,440,16,2020-02-17 08:41:16.478
Sichuan,510000,495,0,136,3,2020-02-17 08:37:11.040
Shandong,370000,541,0,175,2,2020-02-17 08:25:54.585
Fujian,350000,290,0,84,0,2020-02-17 08:25:54.585
Heilongjiang,230000,457,0,80,11,2020-02-17 08:11:36.754
Guangxi,450000,238,0,51,2,2020-02-17 08:11:36.754
Shanghai,310000,331,0,140,1,2020-02-17 08:00:22.206
Hebei,130000,301,0,109,3,2020-02-17 08:00:22.206
Hubei,420000,58182,0,6639,1696,2020-02-17 07:48:06.458
Chongqing,500000,551,0,207,5,2020-02-17 07:48:06.458
Shanxi,140000,129,0,50,0,2020-02-17 07:48:06.458
Henan,410000,1231,0,440,13,2020-02-16 21:45:52.219
Heilongjiang,230000,445,0,79,11,2020-02-16 21:45:52.219
Shaanxi,610000,236,0,71,0,2020-02-16 21:45:52.219
Gansu,620000,90,0,54,2,2020-02-16 21:45:52.219
Shanxi,140000,128,0,49,0,2020-02-16 21:23:22.682
Henan,410000,1231,0,439,13,2020-02-16 21:14:10.500
Hunan,430000,1004,0,464,3,2020-02-16 21:12:07.947
Heilongjiang,230000,445,0,78,11,2020-02-16 20:17:54.575
Tianjin,120000,124,0,45,3,2020-02-16 20:17:54.575
Guangdong,440000,1316,0,465,2,2020-02-16 20:01:31.463
Henan,410000,1231,0,433,13,2020-02-16 20:01:31.463
Shandong,370000,537,0,173,2,2020-02-16 20:01:31.463
Heilongjiang,230000,445,0,77,11,2020-02-16 20:01:31.463
Fujian,350000,287,0,82,0,2020-02-16 20:01:31.463
Hebei,130000,300,0,105,3,2020-02-16 20:01:31.463
Guangxi,450000,237,0,49,2,2020-02-16 20:01:31.463
Hainan,460000,162,0,52,4,2020-02-16 20:01:31.463
Liaoning,210000,121,0,40,1,2020-02-16 20:01:31.463
Hubei,420000,56249,0,5666,1596,2020-02-16 19:56:23.542
Liaoning,210000,121,0,35,1,2020-02-16 19:56:23.542
Hunan,430000,1004,0,460,3,2020-02-16 18:16:10.394
Henan,410000,1231,0,427,13,2020-02-16 18:13:06.208
Gansu,620000,90,0,51,2,2020-02-16 18:09:00.651
Hubei,420000,56249,0,5639,1596,2020-02-16 17:56:43.411
Jiangxi,360000,925,0,240,1,2020-02-16 17:56:43.411
Shandong,370000,537,0,168,2,2020-02-16 17:56:43.411
Heilongjiang,230000,445,0,75,11,2020-02-16 17:56:43.411
Sichuan,510000,481,0,131,3,2020-02-16 17:56:43.411
Beijing,110000,380,0,108,4,2020-02-16 17:56:43.411
Hebei,130000,300,0,104,3,2020-02-16 17:56:43.411
Jilin,220000,89,0,30,1,2020-02-16 17:56:43.411
Guangdong,440000,1316,0,454,2,2020-02-16 17:51:35.132
Yunnan,530000,171,0,42,0,2020-02-16 17:48:30.968
Shaanxi,610000,236,0,70,0,2020-02-16 17:33:12.799
Hubei,420000,56249,0,5633,1596,2020-02-16 17:31:10.222
Henan,410000,1231,0,426,13,2020-02-16 17:31:10.222
Zhejiang,330000,1167,0,456,0,2020-02-16 17:31:10.222
Hunan,430000,1004,0,455,3,2020-02-16 17:31:10.222
Jiangsu,320000,617,0,218,0,2020-02-16 17:31:10.222
Guizhou,520000,144,0,46,1,2020-02-16 17:11:02.212
Henan,410000,1231,0,425,13,2020-02-16 16:23:28.598
Zhejiang,330000,1167,0,443,0,2020-02-16 16:23:28.598
Anhui,340000,962,0,255,6,2020-02-16 16:23:28.598
Hainan,460000,162,0,51,4,2020-02-16 16:23:28.598
Shanxi,140000,128,0,48,0,2020-02-16 16:23:28.598
Neimenggu,150000,70,0,8,0,2020-02-16 16:23:28.598
Xinjiang,650000,71,0,12,1,2020-02-16 16:23:28.598
Chongqing,500000,547,0,187,5,2020-02-16 16:08:46.757
Chongqing,500000,547,0,184,5,2020-02-16 16:07:44.021
Hunan,430000,1004,0,452,3,2020-02-16 15:32:12.684
Jiangsu,320000,617,0,209,0,2020-02-16 15:32:12.684
Hebei,130000,300,0,103,3,2020-02-16 15:32:12.684
Shandong,370000,537,0,166,2,2020-02-16 15:31:09.408
Tianjin,120000,124,0,37,3,2020-02-16 15:24:54.702
Guangdong,440000,1316,0,438,2,2020-02-16 15:09:19.705
Fujian,350000,287,0,79,0,2020-02-16 14:36:20.580
Guangdong,440000,1316,0,444,2,2020-02-16 13:15:15.116
Henan,410000,1231,0,421,13,2020-02-16 13:15:15.116
Zhejiang,330000,1167,0,441,0,2020-02-16 13:15:15.116
Anhui,340000,962,0,249,6,2020-02-16 13:15:15.116
Henan,410000,1231,0,415,13,2020-02-16 11:48:34.832
Jiangsu,320000,617,0,207,0,2020-02-16 11:48:34.832
Heilongjiang,230000,445,0,73,11,2020-02-16 11:48:34.832
Sichuan,510000,481,0,130,3,2020-02-16 11:48:34.832
Hubei,420000,56249,0,5623,1596,2020-02-16 11:31:02.160
Guangdong,440000,1316,0,442,2,2020-02-16 11:31:02.160
Henan,410000,1231,0,402,13,2020-02-16 11:31:02.160
Zhejiang,330000,1167,0,437,0,2020-02-16 11:31:02.160
Anhui,340000,962,0,242,6,2020-02-16 11:31:02.160
Jiangxi,360000,925,0,239,1,2020-02-16 11:31:02.160
Hunan,430000,1004,0,449,3,2020-02-16 11:31:02.160
Jiangsu,320000,617,0,198,0,2020-02-16 11:31:02.160
Shandong,370000,537,0,164,2,2020-02-16 11:31:02.160
Heilongjiang,230000,445,0,72,11,2020-02-16 11:31:02.160
Chongqing,500000,544,0,184,5,2020-02-16 11:31:02.160
Sichuan,510000,481,0,129,3,2020-02-16 11:31:02.160
Beijing,110000,380,0,105,4,2020-02-16 11:31:02.160
Fujian,350000,287,0,77,0,2020-02-16 11:31:02.160
Hebei,130000,300,0,101,3,2020-02-16 11:31:02.160
Guangxi,450000,237,0,46,2,2020-02-16 11:31:02.160
Shanghai,310000,328,0,140,1,2020-02-16 11:31:02.160
Shaanxi,610000,236,0,64,0,2020-02-16 11:31:02.160
Yunnan,530000,169,0,42,0,2020-02-16 11:31:02.160
Guizhou,520000,144,0,41,1,2020-02-16 11:31:02.160
Liaoning,210000,120,0,35,1,2020-02-16 11:31:02.160
Shanxi,140000,128,0,46,0,2020-02-16 11:31:02.160
Neimenggu,150000,70,0,7,0,2020-02-16 11:31:02.160
Jilin,220000,89,0,28,1,2020-02-16 11:31:02.160
Xinjiang,650000,71,0,11,1,2020-02-16 11:31:02.160
Shanghai,310000,326,0,124,1,2020-02-16 00:06:11.602
Shanghai,310000,326,0,124,1,2020-02-15 23:54:32.430
Hubei,420000,54406,0,4821,1457,2020-02-15 22:51:06.784
Guizhou,520000,143,0,41,1,2020-02-15 22:51:06.784
Guangdong,440000,1294,0,410,2,2020-02-15 22:06:57.531
Neimenggu,150000,68,0,7,0,2020-02-15 22:06:57.531
Tianjin,120000,122,0,37,3,2020-02-15 21:42:35.012
Hubei,420000,54406,0,4817,1457,2020-02-15 20:53:58.523
Hunan,430000,1001,0,425,2,2020-02-15 20:53:58.523
Fujian,350000,285,0,71,0,2020-02-15 20:53:58.523
Hebei,130000,291,0,101,3,2020-02-15 20:53:58.523
Hubei,420000,54406,0,4813,1457,2020-02-15 20:02:41.323
Henan,410000,1212,0,391,13,2020-02-15 20:02:41.323
Anhui,340000,950,0,221,6,2020-02-15 20:02:41.323
Hunan,430000,1001,0,423,2,2020-02-15 20:02:41.323
Jiangsu,320000,604,0,186,0,2020-02-15 20:02:41.323
Shaanxi,610000,232,0,60,0,2020-02-15 20:02:41.323
Jilin,220000,88,0,26,1,2020-02-15 20:02:41.323
Gansu,620000,90,0,49,2,2020-02-15 20:02:41.323
Chongqing,500000,538,0,184,5,2020-02-15 19:58:24.773
Heilongjiang,230000,425,0,68,11,2020-02-15 19:40:07.231
Henan,410000,1212,0,390,13,2020-02-15 19:22:11.162
Hubei,420000,54406,0,4793,1457,2020-02-15 19:14:50.621
Guangdong,440000,1294,0,409,2,2020-02-15 19:14:50.621
Henan,410000,1212,0,390,13,2020-02-15 19:14:50.621
Zhejiang,330000,1162,0,428,0,2020-02-15 19:14:50.621
Hunan,430000,1001,0,417,2,2020-02-15 19:14:50.621
Jiangsu,320000,604,0,182,0,2020-02-15 19:14:50.621
Shandong,370000,532,0,156,2,2020-02-15 19:14:50.621
Heilongjiang,230000,425,0,67,11,2020-02-15 19:14:50.621
Shaanxi,610000,232,0,59,0,2020-02-15 19:14:50.621
Hainan,460000,162,0,39,4,2020-02-15 19:14:50.621
Guangdong,440000,1294,0,400,2,2020-02-15 17:45:14.421
Henan,410000,1212,0,388,13,2020-02-15 17:45:14.421
Zhejiang,330000,1162,0,419,0,2020-02-15 17:45:14.421
Anhui,340000,950,0,217,6,2020-02-15 17:45:14.421
Hunan,430000,1001,0,406,2,2020-02-15 17:45:14.421
Jiangsu,320000,604,0,180,0,2020-02-15 17:45:14.421
Shandong,370000,532,0,155,2,2020-02-15 17:45:14.421
Heilongjiang,230000,425,0,55,11,2020-02-15 17:45:14.421
Beijing,110000,375,0,98,4,2020-02-15 17:45:14.421
Fujian,350000,285,0,70,0,2020-02-15 17:45:14.421
Hebei,130000,291,0,97,3,2020-02-15 17:45:14.421
Liaoning,210000,119,0,31,1,2020-02-15 17:45:14.421
Xinjiang,650000,70,0,10,1,2020-02-15 17:45:14.421
Gansu,620000,90,0,46,2,2020-02-15 17:45:14.421
Chongqing,500000,538,0,166,5,2020-02-15 16:51:03.132
Hubei,420000,54406,0,4792,1457,2020-02-15 16:32:52.911
Henan,410000,1212,0,382,13,2020-02-15 16:32:52.911
Shandong,370000,532,0,152,2,2020-02-15 16:32:52.911
Heilongjiang,230000,425,0,51,11,2020-02-15 16:32:52.911
Sichuan,510000,470,0,119,1,2020-02-15 16:32:52.911
Hebei,130000,291,0,92,3,2020-02-15 16:32:52.911
Liaoning,210000,119,0,30,1,2020-02-15 16:32:52.911
Tianjin,120000,121,0,33,3,2020-02-15 16:32:52.911
Ningxia,640000,70,0,33,0,2020-02-15 16:32:52.911
Qinghai,630000,18,0,13,0,2020-02-15 16:32:52.911
Shandong,370000,532,0,148,2,2020-02-15 15:38:43.493
Chongqing,500000,537,0,166,5,2020-02-15 15:00:22.882
Shandong,370000,530,0,148,2,2020-02-15 14:53:59.021
Fujian,350000,285,0,68,0,2020-02-15 14:53:59.021
Gansu,620000,90,0,45,2,2020-02-15 14:44:24.288
Guangdong,440000,1294,0,397,2,2020-02-15 14:42:15.191
Anhui,340000,950,0,216,6,2020-02-15 14:42:15.191
Gansu,620000,90,0,44,2,2020-02-15 14:40:07.986
Fujian,350000,285,0,67,0,2020-02-15 14:31:36.777
Gansu,620000,90,0,43,2,2020-02-15 14:31:36.777
Henan,410000,1212,0,378,13,2020-02-15 14:27:21.692
Zhejiang,330000,1162,0,417,0,2020-02-15 14:27:21.692
Hunan,430000,1001,0,401,2,2020-02-15 14:27:21.692
Shandong,370000,530,0,147,2,2020-02-15 14:27:21.692
Sichuan,510000,470,0,118,1,2020-02-15 14:27:21.692
Fujian,350000,285,0,70,0,2020-02-15 14:27:21.692
Guangxi,450000,235,0,44,2,2020-02-15 14:27:21.692
Shaanxi,610000,232,0,56,0,2020-02-15 14:27:21.692
Yunnan,530000,168,0,42,0,2020-02-15 14:27:21.692
Guizhou,520000,143,0,40,1,2020-02-15 14:27:21.692
Shanxi,140000,127,0,42,0,2020-02-15 14:27:21.692
Gansu,620000,90,0,49,2,2020-02-15 14:27:21.692
Guangdong,440000,1294,0,395,2,2020-02-15 14:02:52.055
Shandong,370000,530,0,144,2,2020-02-15 13:59:39.858
Guangxi,450000,235,0,41,2,2020-02-15 13:59:39.858
Guangdong,440000,1294,0,393,2,2020-02-15 13:57:33.327
Guangdong,440000,1294,0,393,2,2020-02-15 13:49:02.597
Guangdong,440000,1294,0,393,2,2020-02-15 13:28:52.355
Anhui,340000,950,0,213,6,2020-02-15 13:28:52.355
Hunan,430000,1001,0,398,2,2020-02-15 13:28:52.355
Beijing,110000,375,0,97,4,2020-02-15 12:55:59.084
Shanghai,310000,326,0,124,1,2020-02-15 12:48:30.902
Yunnan,530000,168,0,40,0,2020-02-15 12:48:30.902
Guangdong,440000,1294,0,405,2,2020-02-15 11:50:01.777
Hunan,430000,1001,0,390,2,2020-02-15 11:50:01.777
Beijing,110000,372,0,82,3,2020-02-15 11:50:01.777
Shaanxi,610000,232,0,54,0,2020-02-15 11:50:01.777
Guizhou,520000,143,0,39,1,2020-02-15 11:50:01.777
Guangdong,440000,1294,0,392,2,2020-02-15 11:38:23.199
Henan,410000,1212,0,371,13,2020-02-15 11:38:23.199
Zhejiang,330000,1162,0,410,0,2020-02-15 11:38:23.199
Anhui,340000,950,0,205,6,2020-02-15 11:38:23.199
Jiangsu,320000,604,0,171,0,2020-02-15 11:38:23.199
Shandong,370000,530,0,143,2,2020-02-15 11:38:23.199
Hebei,130000,291,0,87,3,2020-02-15 11:38:23.199
